campaign,site_dcm,placement,mission,date,creative,clicks,impressions,click_through_conversions,view_through_conversions,click_through_revenue,view_through_revenue
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-03,THINK Cocktail Party 728x90_Banner1,0,0,0,1,0,89.3
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-03,THINK Dinner Party 728 x 90,0,0,0,1,0,50.45
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-03,THINK Gathering 728 x 90,0,0,0,1,0,87.29
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-04,THINK Cocktail Party 728x90_Banner1,0,0,0,2,0,221.65
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-04,THINK Dinner Party 728 x 90,0,0,0,3,0,361.49
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-04,THINK Gathering 728 x 90,0,0,0,4,0,380.45
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-05,THINK Cocktail Party 728x90_Banner1,0,170,0,2,0,207.98
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-05,THINK Dinner Party 728 x 90,0,152,0,1,0,74.09
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-05,THINK Gathering 728 x 90,0,171,0,5,0,424.07
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-06,THINK Cocktail Party 728x90_Banner1,0,1873,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-06,THINK Dinner Party 728 x 90,0,1836,0,6,0,470.97
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-06,THINK Gathering 728 x 90,2,1839,0,2,0,239
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-07,THINK Cocktail Party 728x90_Banner1,0,1489,0,3,0,264.909999
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-07,THINK Dinner Party 728 x 90,4,1463,0,1,0,136.02
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-07,THINK Gathering 728 x 90,0,1442,0,2,0,239.8
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-08,THINK Cocktail Party 728x90_Banner1,2,1112,0,3,0,254.55
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-08,THINK Dinner Party 728 x 90,4,1135,1,1,90.48,59.6
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-08,THINK Gathering 728 x 90,0,1067,0,5,0,211.7
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-09,THINK Cocktail Party 728x90_Banner1,4,2320,0,3,0,392.04
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-09,THINK Dinner Party 728 x 90,2,2273,1,2,95.58,181.3
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-09,THINK Gathering 728 x 90,1,2269,0,5,0,420.18
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-10,THINK Cocktail Party 728x90_Banner1,1,1498,0,5,0,514.219999
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-10,THINK Dinner Party 728 x 90,0,1447,0,8,0,627.079999
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-10,THINK Gathering 728 x 90,2,1507,0,5,0,587.52
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-11,THINK Cocktail Party 728x90_Banner1,1,1023,0,3,0,340.66
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-11,THINK Dinner Party 728 x 90,0,1023,0,2,0,394.99
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-11,THINK Gathering 728 x 90,2,1023,0,2,0,160.47
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-12,THINK Cocktail Party 728x90_Banner1,0,894,0,6,0,524.07
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-12,THINK Dinner Party 728 x 90,3,899,0,1,0,107.96
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-12,THINK Gathering 728 x 90,1,920,0,2,0,125.39
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-13,THINK Cocktail Party 728x90_Banner1,3,1065,0,8,0,913.75
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-13,THINK Dinner Party 728 x 90,0,1060,0,5,0,520.35
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-13,THINK Gathering 728 x 90,1,1122,0,1,0,148.84
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-14,THINK Cocktail Party 728x90_Banner1,2,1004,0,3,0,157.97
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-14,THINK Dinner Party 728 x 90,2,980,0,5,0,404.71
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-14,THINK Gathering 728 x 90,3,1067,0,3,0,547.01
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-15,THINK Cocktail Party 728x90_Banner1,2,431,0,2,0,154.59
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-15,THINK Dinner Party 728 x 90,1,449,0,2,0,194.72
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-15,THINK Gathering 728 x 90,1,455,0,3,0,592.39
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-16,THINK Cocktail Party 728x90_Banner1,0,205,1,2,150.55,133.75
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-16,THINK Dinner Party 728 x 90,0,198,0,2,0,217.1
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-16,THINK Gathering 728 x 90,0,202,0,6,0,474.79
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-17,THINK Cocktail Party 728x90_Banner1,0,128,0,4,0,386.14
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-17,THINK Dinner Party 728 x 90,0,142,0,3,0,395.94
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-17,THINK Gathering 728 x 90,0,146,0,6,0,779.73
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-18,THINK Cocktail Party 728x90_Banner1,0,198,0,2,0,407.26
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-18,THINK Dinner Party 728 x 90,0,218,0,3,0,285.61
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-18,THINK Gathering 728 x 90,0,194,0,3,0,317.46
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-19,THINK Cocktail Party 728x90_Banner1,0,181,0,2,0,628.97
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-19,THINK Dinner Party 728 x 90,1,171,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-19,THINK Gathering 728 x 90,0,146,0,3,0,661.56
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-20,THINK Cocktail Party 728x90_Banner1,0,143,1,3,222.95,312.92
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-20,THINK Dinner Party 728 x 90,0,123,0,2,0,263.35
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-20,THINK Gathering 728 x 90,0,112,0,1,0,112.07
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-21,THINK Cocktail Party 728x90_Banner1,0,126,0,5,0,566.39
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-21,THINK Dinner Party 728 x 90,0,148,0,2,0,387.96
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-21,THINK Gathering 728 x 90,0,140,0,4,0,502.09
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-22,THINK Cocktail Party 728x90_Banner1,0,71,0,1,0,336.08
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-22,THINK Dinner Party 728 x 90,0,65,0,1,0,258.16
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-22,THINK Gathering 728 x 90,1,88,0,1,0,87.55
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-23,THINK Cocktail Party 728x90_Banner1,0,60,0,1,0,41.6
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-23,THINK Dinner Party 728 x 90,0,61,0,1,0,49.01
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-23,THINK Gathering 728 x 90,0,79,0,2,0,106.2
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-24,THINK Cocktail Party 728x90_Banner1,0,61,0,1,0,47.74
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-24,THINK Dinner Party 728 x 90,0,62,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-24,THINK Gathering 728 x 90,0,61,0,2,0,75.739999
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-25,THINK Cocktail Party 728x90_Banner1,0,284,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-25,THINK Dinner Party 728 x 90,0,262,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-25,THINK Gathering 728 x 90,0,257,0,1,0,80.53
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-26,THINK Cocktail Party 728x90_Banner1,0,112,0,1,0,51.79
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-26,THINK Dinner Party 728 x 90,0,140,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-26,THINK Gathering 728 x 90,0,116,0,1,0,87.4
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-27,THINK Cocktail Party 728x90_Banner1,0,58,0,1,0,133.57
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-27,THINK Dinner Party 728 x 90,0,63,0,2,0,96.82
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-27,THINK Gathering 728 x 90,0,62,0,2,0,133.22
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-28,THINK Cocktail Party 728x90_Banner1,0,51,0,3,0,231.95
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-28,THINK Dinner Party 728 x 90,0,43,0,2,0,165.48
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-28,THINK Gathering 728 x 90,0,48,0,2,0,116.87
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-29,THINK Cocktail Party 728x90_Banner1,0,34,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-29,THINK Dinner Party 728 x 90,0,40,0,1,0,63.2
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-29,THINK Gathering 728 x 90,0,35,0,1,0,46.82
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-30,THINK Cocktail Party 728x90_Banner1,0,39,0,1,0,55.95
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-30,THINK Dinner Party 728 x 90,0,36,0,1,0,69.92
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-30,THINK Gathering 728 x 90,0,30,0,3,0,209.09
THINK Cocktail Party 728x90_Banner1,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,Cocktail,2017-12-31,THINK Cocktail Party 728x90_Banner1,0,15,0,0,0,0
THINK Dinner Party 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-31,THINK Dinner Party 728 x 90,0,17,0,0,0,0
THINK Gathering 728 x 90,Ad2One/PHD,PKXMZM_Ad2OneCPMMission TargetingDisplayAV 728x90,NYE,2017-12-31,THINK Gathering 728 x 90,0,17,0,3,0,376.73
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-17,THINK Gathering 300 x 250,0,3,0,0,0,0
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-20,THINK Gathering 300 x 250,15,21347,0,1,0,96.12
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-21,THINK Gathering 300 x 250,15,21569,0,2,0,108.62
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-22,THINK Gathering 300 x 250,13,15475,0,7,0,468.19
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-23,THINK Gathering 300 x 250,19,33577,0,10,0,636.98
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-24,THINK Gathering 300 x 250,12,34074,0,6,0,633.29
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-25,THINK Gathering 300 x 250,10,26581,0,2,0,167.67
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-26,THINK Gathering 300 x 250,11,29236,0,5,0,312.94
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-27,THINK Gathering 300 x 250,20,18094,0,6,0,414.61
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-28,THINK Gathering 300 x 250,5,18601,0,5,0,467.32
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-29,THINK Gathering 300 x 250,4,10984,0,3,0,389.9
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-11-30,THINK Gathering 300 x 250,8,18402,0,15,0,1314.169999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-01,THINK Gathering 300 x 250,10,26942,0,12,0,1012.749999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-02,THINK Gathering 300 x 250,13,34047,0,18,0,1752.82
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-03,THINK Gathering 300 x 250,14,24683,0,16,0,1403.95
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-04,THINK Gathering 300 x 250,11,19441,0,20,0,1718.269999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-05,THINK Gathering 300 x 250,4,17131,0,21,0,1913.46
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-06,THINK Gathering 300 x 250,4,14540,0,13,0,1279.51
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-07,THINK Gathering 300 x 250,10,26127,0,22,0,1905.19
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-08,THINK Gathering 300 x 250,13,25844,0,16,0,1562.72
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-09,THINK Gathering 300 x 250,22,34821,0,19,0,1850.15
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-10,THINK Gathering 300 x 250,13,21697,0,28,0,2487.119999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-11,THINK Gathering 300 x 250,12,17629,0,38,0,3563.019999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-12,THINK Gathering 300 x 250,14,20859,0,30,0,3603.65
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-13,THINK Gathering 300 x 250,18,22439,1,20,121.3,2307.99
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-14,THINK Gathering 300 x 250,10,33017,0,25,0,2413.759998
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-15,THINK Gathering 300 x 250,14,24590,0,15,0,1592.75
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-16,THINK Gathering 300 x 250,31,39257,0,25,0,3009.059999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-17,THINK Gathering 300 x 250,23,34440,0,21,0,2595.249999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-18,THINK Gathering 300 x 250,23,32349,0,23,0,2170.739999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-19,THINK Gathering 300 x 250,9,27106,0,26,0,3337.929999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-20,THINK Gathering 300 x 250,16,41578,0,25,0,2656.049999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-21,THINK Gathering 300 x 250,35,59184,0,30,0,4483.16
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-22,THINK Gathering 300 x 250,29,39120,0,22,0,2654.85
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-23,THINK Gathering 300 x 250,31,36470,0,7,0,800.86
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-24,THINK Gathering 300 x 250,41,37956,0,6,0,427.03
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-25,THINK Gathering 300 x 250,74,43557,0,1,0,110.53
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-26,THINK Gathering 300 x 250,58,46195,0,12,0,1229
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-27,THINK Gathering 300 x 250,180,141218,0,24,0,1750.479999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-28,THINK Gathering 300 x 250,66,99219,0,41,0,3782.46
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-29,THINK Gathering 300 x 250,71,89075,0,48,0,4266.399999
THINK Gathering 300 x 250,Programmatic Trade Desk,PKXMWY_Programmatic PHDCPMParty food keywords targeting and predictive audience targeting Programmatic Display 300x250,Party Food,2017-12-30,THINK Gathering 300 x 250,111,116082,0,30,0,2584.8
